batch,score,loss,loss_v
30418,12,2.6847231,187.79507
30419,-32,1.3547703,77.76881
30420,-28,-1.6994285e-05,3.733076
30421,-50,-0.3137057,7.251178
30422,14,2.8095968,182.02448
30423,-50,-0.0005654909,2.7514277
30424,-50,0.18666744,4.7021174
30425,-34,-0.14621626,6.7579603
30426,14,2.542267,185.41776
30427,-50,-0.7488078,31.546673
30428,14,2.5357974,132.10062
30429,-50,-1.1441314,56.6001
30430,14,-0.3634663,84.07666
30431,-50,-0.16963644,22.923046
30432,8,-0.27681065,52.149567
30433,-50,-0.012321645,6.3424788
30434,12,2.487719,120.8789
30435,16,3.844511,177.17123
30436,10,3.1220384,178.33794
30437,-50,0.35089174,23.776962
30438,50,3.7561893,150.49437
30439,-50,0.35531372,10.809325
30440,-50,0.016688427,7.1896143
30441,-22,-2.7825816,215.54665
30442,-34,-0.012696139,7.447639
30443,-20,-0.16542108,72.586624
30444,-26,-2.8265796,216.98451
30445,-28,0.34257293,14.043888
30446,-26,-3.1644843,191.24445
30447,14,1.8729117,148.5402
30448,-22,-2.0571933,271.0253
30449,-34,-5.608154,565.2007
30450,-22,-0.8860244,253.92126
30451,-50,-0.73032063,33.057747
30452,8,1.4995093,75.504974
30453,-50,-0.30054417,19.26871
30454,8,2.9922297,207.13925
30455,-22,-2.7361147,234.29527
30456,-50,-0.46279165,44.128872
30457,-26,2.0941348,90.05126
30458,-50,-0.59560055,22.652288
30459,-50,0.07980961,11.163928
30460,16,4.7185025,199.90157
30461,12,2.831754,193.2752
30462,-50,0.3105973,29.348562
30463,-50,0.28331906,22.125977
30464,-28,-0.6673145,26.231358
30465,-16,0.0746162,45.4982
30466,12,2.294687,205.86273
30467,50,4.184923,152.68417
30468,-50,-0.010284458,7.292121
30469,-30,1.2103952,100.83395
30470,-50,0.09887767,10.646092
30471,-50,-0.3526655,16.818018
30472,-28,0.4679415,67.47118
30473,-28,0.041195054,14.633252
30474,-38,-0.14441416,15.956399
30475,50,4.133772,145.5094
30476,-28,0.76577693,71.89463
30477,-50,0.1605384,26.959925
30478,-50,0.24917342,20.632269
30479,-26,-2.7053092,291.77515
30480,-22,-0.33978063,20.736042
30481,-50,0.07485164,7.4396334
30482,10,1.5310167,170.35594
30483,-30,-0.27092084,43.612694
30484,14,2.0808868,56.99941
30485,-50,0.36632794,15.126303
30486,14,1.2791235,119.81518
30487,10,1.9351559,105.70472
30488,-2,-0.5521063,111.31864
30489,14,4.206136,150.66347
30490,14,0.47910565,151.12837
30491,-22,-0.6342948,25.416405
30492,12,1.8456914,77.75402
30493,6,1.0880647,57.777157
30494,-50,0.059664093,11.911446
30495,12,2.5069888,153.98814
30496,50,4.3170877,140.28325
30497,-22,-0.90690696,40.590775
30498,14,2.0771992,61.845734
30499,14,2.2721832,64.302025
30500,8,-1.0280277,55.3764
30501,12,1.2837446,76.723724
30502,-26,-2.532606,60.259552
30503,14,2.4389508,46.108788
30504,14,0.53292835,27.046316
30505,-50,-1.2893474,93.714294
30506,10,1.7843767,89.65041
30507,10,1.4310852,62.22634
30508,8,0.29822284,112.178734
30509,-50,0.013725276,13.152469
30510,-50,-0.13226436,22.518265
30511,50,4.3010254,149.25493
30512,-50,-0.5169923,18.509779
30513,-50,-0.90086496,20.146778
30514,-50,-1.4266886,59.958443
30515,16,1.7773432,135.04477
30516,14,-0.60152775,100.59361
30517,-50,0.70331043,77.10141
30518,10,3.0289874,155.6777
30519,-50,-0.011172473,13.881566
30520,-24,-5.0500817,413.08188
30521,-50,0.13195556,17.274822
30522,-50,-0.08526302,14.112282
30523,-50,1.0435767,29.009937
30524,-50,1.034021,73.49949
30525,12,-0.94322366,84.15276
30526,-50,0.32976788,39.354656
30527,-50,0.023196243,15.765922
30528,-28,-0.10328781,22.925737
30529,-26,-0.72297525,42.954586
30530,8,3.2553434,158.34314
30531,4,-1.045701,82.62479
30532,-50,0.11515948,10.392106
30533,-50,0.002781339,5.298651
30534,-50,-0.64741135,25.535131
30535,14,2.8978548,148.3326
30536,-50,0.04170224,15.934317
30537,-50,-0.24128334,19.536022
30538,8,1.668476,59.256035
30539,-22,-0.6691157,32.19903
30540,14,-0.51172584,177.88326
30541,-50,0.03117655,5.312647
30542,14,1.4425895,88.096855
30543,-30,0.29569024,14.9659815
30544,14,1.0798347,56.969322
30545,-46,-1.7197896,140.52266
30546,-36,-0.83701473,101.7268
30547,-26,-0.36436883,104.1598
30548,-50,0.26521948,18.936815
30549,-50,-1.4075768,82.91584
30550,-50,-0.17839162,9.246929
30551,16,1.7351753,62.47766
30552,-50,0.05607627,7.446074
30553,-50,0.3248077,14.625414
30554,12,3.7315114,119.83809
30555,14,2.4222677,165.51683
30556,-50,0.12790108,9.706969
30557,-50,-1.0704792,38.340145
30558,-28,-0.37957758,34.475815
30559,-28,-0.35996944,30.915993
30560,14,2.2758596,156.32639
30561,16,2.2780972,58.247032
30562,8,2.6698925,58.74896
30563,-12,-0.05445003,9.2465
30564,14,2.0318646,39.89363
30565,14,1.4282656,31.942896
30566,14,2.061974,53.2666
30567,14,2.0554056,45.773712
30568,-50,-0.20335685,11.964224
30569,10,0.42108688,210.87762
30570,-20,-2.2168546,200.80429
30571,14,-0.4918743,47.969463
30572,-16,-0.2953726,16.029604
30573,-50,-0.012103345,3.6642902
30574,-50,-0.53375494,55.344784
30575,8,2.4879632,59.47682
30576,-50,0.6813359,24.16931
30577,-26,0.9218311,19.890257
30578,14,1.8807969,150.4433
30579,-50,0.07708052,5.7545643
30580,-50,-0.38011086,33.604664
30581,-50,-0.057790395,8.093716
30582,14,4.242414,150.65913
30583,-30,-0.26156294,17.68626
30584,12,4.590814,148.76572
30585,-30,0.77470285,45.093662
30586,-24,-1.0112327,126.22467
30587,14,1.0485965,72.89796
30588,-50,-0.7568034,45.909256
30589,-26,0.035568044,13.32837
30590,-50,-0.5347175,23.800886
30591,-50,-0.09901091,5.855674
30592,-50,0.1259908,7.749215
30593,-50,-0.0143869845,5.969824
30594,-50,0.14852813,11.793906
30595,-50,0.17491086,6.531721
30596,-30,0.005726446,38.481594
30597,-50,0.31304637,9.309729
30598,-50,-0.47340062,25.374529
30599,-22,-1.448801,118.336914
30600,50,3.6502676,150.7856
30601,-26,-0.75341475,36.47833
30602,8,2.701711,162.75519
30603,-46,-0.436934,31.44828
30604,-50,-0.16178825,7.813215
30605,-28,-0.47498155,23.587746
30606,16,0.49908102,73.34791
30607,14,1.9680986,145.25816
30608,-50,-0.03935737,5.9436364
30609,14,0.778597,74.55318
30610,14,1.1930331,37.473568
30611,14,-0.3108408,56.54445
30612,-50,0.13211866,8.262023
30613,-26,0.5988884,42.847973
30614,-50,-0.8743585,91.25355
30615,12,6.1881733,154.62613
30616,-26,-1.9820802,130.82347
30617,-50,0.29042688,13.072218
30618,-50,-0.0662547,7.29292
30619,12,1.9553587,45.249374
30620,12,1.9866402,62.364986
30621,-50,-0.3831284,36.885838
30622,-32,-0.69587946,31.75932
30623,-32,-0.26427338,32.162636
30624,-50,0.078116864,4.546551
30625,-34,-0.32682362,32.825325
30626,-26,-0.20442112,13.496544
30627,8,2.5780797,104.45264
30628,10,3.3457837,79.44322
30629,-30,0.41633937,67.40329
30630,-18,-1.534877,72.044464
30631,-12,-0.07403861,13.930092
30632,-50,-0.6577781,31.76323
30633,14,1.9394766,48.168194
30634,-50,0.1039385,4.3748536
30635,-28,-2.4550927,105.086334
30636,-50,0.023876317,5.5269485
30637,-50,-0.16556357,4.344238
30638,-50,-0.25562313,7.5535417
30639,-22,-0.26060843,7.3116136
30640,-32,0.21971516,8.28233
30641,14,1.7613877,171.67381
30642,-10,-1.3234499,61.09779
30643,6,1.998525,55.023075
30644,-50,-0.82565403,45.192917
30645,-50,-0.4824827,22.913496
30646,-24,-0.090272814,39.62034
30647,-30,-0.27503034,10.309959
30648,12,1.3935597,31.070105
30649,-24,-0.27876425,58.982006
30650,-50,0.36952847,16.82494
30651,-28,0.06928103,17.404854
30652,-32,-0.85442,41.61086
30653,8,2.0958393,84.346436
30654,14,0.60951144,21.571228
30655,-26,-0.6754079,17.835234
30656,-24,0.8217626,65.24708
30657,-10,-0.05982198,18.421541
30658,-30,0.90340185,116.529434
30659,-10,-1.4976674,61.163055
30660,16,2.126764,190.71008
30661,-50,-0.23830847,8.694803
30662,8,2.021809,70.98939
30663,14,1.2593234,45.36564
30664,14,3.4104047,179.42766
30665,-50,0.57956874,29.003984
30666,14,1.936901,40.86684
30667,14,3.5081198,193.23468
30668,50,1.9542326,155.28503
30669,14,2.3336384,185.9007
30670,14,3.1643722,175.57312
30671,-24,-0.69894326,57.42255
30672,10,1.6810879,65.30651
30673,-18,-0.9202255,23.21172
30674,14,1.7985904,58.97112
30675,12,3.5228891,145.61504
30676,14,2.2592475,114.33767
30677,-50,0.4936892,24.434458
30678,-50,0.21277486,26.080788
30679,16,2.050087,140.58267
30680,-30,-1.0991516,80.09502
30681,50,2.9641953,149.02443
30682,-40,-0.5473048,18.404646
30683,12,2.948543,95.83044
30684,50,2.4564953,147.15942
30685,14,1.7623088,64.87096
30686,-50,-0.24101138,8.398684
30687,-50,0.118367374,20.76932
30688,-50,-1.0010127,51.90648
30689,-26,0.4895212,42.00839
30690,8,1.2933341,46.865932
30691,-50,-0.14697985,9.037892
30692,-50,0.56013864,18.156174
30693,-28,-0.045766614,21.138193
30694,14,2.105331,70.298904
30695,-50,0.15636107,15.653284
30696,-50,0.0016716118,3.81303
30697,-34,-1.6408939,72.955345
30698,50,4.5152025,137.35995
30699,14,2.8669145,138.44193
30700,16,2.8959234,140.30724
30701,12,0.5121552,35.152096
30702,-24,-1.0995148,149.365
30703,-50,0.29019636,21.704964
30704,-30,-1.3572682,50.280785
30705,10,-0.81987774,121.329765
30706,-50,-0.16441916,8.415139
30707,50,2.7304647,148.30775
30708,14,-0.029263044,24.26332
30709,-26,1.2044827,79.089264
30710,10,1.4815807,41.687916
30711,6,1.1395949,43.121147
30712,-50,-0.040096235,8.947736
30713,50,2.3445086,148.66205
30714,34,-2.836112,157.80067
30715,16,0.29290646,14.916945
30716,-50,-0.06585935,2.8985195
30717,-50,-0.18388188,5.012828
30718,-42,-0.84127706,94.86834
30719,-40,-0.003111902,11.918007
30720,16,0.22882012,41.995033
30721,0,-2.277406,169.94427
30722,-50,0.1784796,40.490128
30723,12,-0.74420565,42.08716
30724,14,0.70729804,25.442219
30725,50,0.724425,50.4232
30726,-50,-0.5503952,59.1944
30727,-50,-0.25357252,26.066523
30728,-50,0.15588959,4.681173
30729,-50,-1.0238072,15.917551
30730,-32,-0.010542338,5.086546
30731,-50,-1.126902,51.47571
30732,-50,0.14036058,14.12933
30733,-50,-0.2995544,7.5208874
30734,-26,0.34403753,31.26941
30735,-24,1.1179073,62.658638
30736,18,-0.45265058,53.3587
30737,12,-3.1517777,133.42876
30738,-26,1.4393792,37.02096
30739,-40,-0.7379439,40.250687
30740,-50,0.6980943,26.169504
30741,-50,-0.06041711,6.8720455
30742,14,1.7708709,44.36054
30743,-28,0.5790341,43.710224
30744,-50,0.15139194,20.766481
30745,-50,0.20106247,18.748714
30746,-50,-0.56950814,25.253723
30747,14,2.734281,126.29399
30748,14,1.4729958,48.03988
30749,-26,-0.71662915,60.062157
30750,-50,-0.23102343,6.07877
30751,-34,-0.25736386,16.134748
30752,12,1.4576945,43.926792
30753,12,1.9222213,43.606083
30754,-36,-0.807912,29.538765
30755,-50,0.08513507,3.2200382
30756,-32,-0.055113953,9.642403
30757,-50,0.05892368,5.2997136
30758,-50,-0.12840594,8.921374
30759,-50,0.39852366,21.329208
30760,12,0.85416347,30.744534
30761,-50,-0.17462136,9.797122
30762,14,2.0226505,136.39363
30763,-50,-0.1896843,8.7374525
30764,12,2.8153212,108.62665
30765,-50,-0.5667584,10.857063
30766,-22,0.45860243,36.66689
30767,-50,-0.043695103,6.394374
30768,14,-0.8204876,76.538605
30769,-28,0.6944433,103.780235
30770,-32,0.5587809,21.424726
30771,-50,-0.010345538,4.239732
30772,-38,-2.8000038,143.27367
30773,-24,-2.3300607,332.5148
30774,-18,-0.3830441,12.007943
30775,-28,-0.8594123,250.07594
30776,-50,-0.26378432,18.229107
30777,-26,-0.32501233,18.893526
30778,-50,0.13456297,7.8366847
30779,6,-0.32036334,53.116444
30780,14,1.3778548,49.088
30781,14,2.0275931,51.334217
30782,12,2.4506893,108.002266
30783,10,2.7270927,92.39801
30784,-50,-0.3717397,25.529148
30785,50,2.9515798,148.50981
30786,50,4.146021,146.88705
30787,-50,-0.90961945,18.182692
30788,-28,0.4238734,89.77404
30789,-50,0.18840449,12.948834
30790,-32,0.16280837,6.144792
30791,-50,-0.119939245,4.885366
30792,-28,1.0041076,126.48075
30793,-30,0.43015298,14.153949
30794,-50,0.8144857,88.10058
30795,-26,-0.13876109,9.958578
30796,-30,0.012943788,4.113511
30797,-28,1.2207085,90.15512
30798,14,-0.9264787,60.957436
30799,12,2.021507,88.15547
30800,-24,-0.20300345,12.078631
30801,-10,-0.39673704,56.458683
30802,-50,-0.10819707,7.806774
30803,50,3.545136,145.0206
30804,-50,-0.4375472,8.204896
30805,-50,-0.5818517,37.68834
30806,-20,-0.47664648,17.949627
30807,-50,0.07207301,2.9436438
30808,50,3.6187782,146.25096
30809,16,2.3102715,138.87805
30810,14,3.6059685,202.1884
30811,-50,-0.0053631994,7.170436
30812,-50,0.36347762,26.987368
30813,50,3.1119275,146.59477
30814,-50,-3.1910586,142.4147
30815,-50,0.25037822,9.869409
30816,14,0.6739502,20.39524
30817,8,2.3333046,47.650013
30818,-50,-1.5287676,50.469883
30819,16,-0.025502903,14.14123
30820,-26,-1.7913494,42.039494
30821,-50,0.09111244,3.8376248
30822,-38,0.2767439,17.289082
30823,-50,0.2379506,7.5700016
30824,-50,0.071077734,8.220924
30825,10,1.8359139,58.209267
30826,-26,0.12993854,14.599296
30827,-26,-2.979062,168.85542
30828,8,1.9195597,55.39893
30829,-40,0.013790926,9.468558
30830,-50,-0.34843427,18.406876
30831,12,2.5740962,59.769936
30832,-50,-0.093485214,10.5265665
30833,50,4.151934,147.20268
30834,50,3.6144676,144.90439
30835,-50,-0.13786468,9.251021
30836,8,2.380306,92.1371
30837,-26,0.27640474,69.84656
30838,14,3.7166672,157.77628
30839,-50,0.22449185,14.119362
30840,-38,0.15604614,9.865013
30841,-24,-0.6607508,17.860977
30842,-50,-0.12243456,12.27438
30843,-16,-3.9712973,373.6915
30844,-50,-0.9586083,41.49806
30845,-50,-0.16207555,11.658114
30846,-50,-0.4472026,28.429895
30847,14,1.0449716,65.12843
30848,-30,0.49335575,52.565796
30849,14,2.2861726,129.33226
30850,-26,-0.4586996,14.252271
30851,14,1.6596375,42.37551
30852,-50,-0.0968066,17.867716
30853,-50,0.46085522,31.027912
30854,-50,-0.03362302,3.8940706
30855,-50,-0.015000497,6.8608913
30856,-50,0.37592977,10.504186
30857,-30,-0.17787024,8.73118
30858,-50,-0.48755366,18.800356
30859,50,4.6816134,147.21037
30860,-50,-0.4439828,9.457334
30861,-30,1.5617279,124.271935
30862,14,1.0418456,22.069502
30863,-50,0.2096187,9.979882
30864,14,1.6396974,24.527372
30865,-22,-0.22973931,12.2464485
30866,-26,0.8903963,68.53268
30867,50,4.5663643,144.2698
30868,-28,-0.018196654,4.2813597
30869,-28,-0.43000522,30.260088
30870,-50,0.03882588,4.6235137
30871,-50,-0.11323834,4.3500032
30872,-28,0.953038,126.07799
30873,-50,-0.2569084,22.048454
30874,12,2.4818726,156.01517
30875,-22,-0.5459333,28.068985
30876,-50,0.3182883,26.58129
30877,10,2.627484,63.931496
30878,10,2.3696058,139.04057
30879,50,3.4634376,156.05656
30880,16,2.2530842,147.01877
30881,-26,-0.6096806,26.330355
30882,8,2.2931411,45.39012
30883,-50,0.13988629,10.230091
30884,12,2.6211898,48.026222
30885,12,2.5381458,56.47536
30886,-50,0.26880565,14.168413
30887,-50,-0.030786533,5.353902
30888,-50,0.15767504,6.905042
30889,50,2.111014,143.73059
30890,14,-0.6411294,28.097908
30891,50,3.7691934,146.25584
30892,-22,-0.18693478,96.66822
30893,-30,-0.5854864,31.708702
30894,14,2.900377,147.70325
30895,-50,-0.079105854,8.89213
30896,12,1.5911944,35.271725
30897,-34,-1.0804251,43.09386
30898,-22,-0.27378684,68.86433
30899,-50,-0.38208127,16.09228
30900,14,-0.22522344,22.450718
30901,12,1.8766114,59.577168
30902,-28,0.33980513,6.2676105
30903,6,4.4617333,137.79416
30904,-50,-0.3284184,6.2992296
30905,-50,-0.20753008,6.4396534
30906,-42,-0.06277354,13.946493
30907,14,2.4115815,159.07288
30908,14,2.1242633,44.834194
30909,12,2.1340642,40.80678
30910,14,1.7357217,131.00871
30911,-38,-2.6137986,194.12256
30912,14,2.4774299,148.69383
30913,-26,0.5619622,16.49113
30914,14,1.1876787,120.61457
30915,-50,0.110325955,10.751006
30916,-24,-0.5788022,27.230833
30917,12,-1.0223861,72.19914
30918,14,1.671045,40.58397
30919,-50,0.04813276,4.46585
30920,-22,-0.92716473,97.53826
30921,-22,-1.0428358,99.0449
30922,-50,0.21843979,12.790915
30923,12,0.13515726,22.05486
30924,16,-0.46666473,21.136757
30925,-50,-0.28328016,30.350039
30926,-40,-0.00012105457,11.057206
30927,-24,0.98158497,32.29917
30928,14,0.110285155,21.052092
30929,-50,-0.0697038,9.269132
30930,14,1.3069029,74.7142
30931,-50,0.3277563,10.32423
30932,14,3.3150644,124.75875
30933,14,0.7984668,23.10932
30934,-26,0.69888264,18.16226
30935,-50,-0.29872468,25.667852
30936,50,3.957503,142.7787
30937,-50,0.19607703,8.891328
30938,-50,0.108878575,12.265132
30939,12,1.4623356,125.06865
30940,-24,-0.39565516,80.966705
30941,-30,-0.90581805,51.186104
30942,-50,0.114645876,7.6895356
30943,-50,-0.7918164,21.754889
30944,8,1.8212031,55.75115
30945,14,2.697625,114.885506
30946,-50,0.10565933,6.3482866
30947,12,2.1160731,57.618984
30948,10,2.4369981,46.511093
30949,14,2.9089904,138.4966
30950,-18,-1.9109824,124.82231
30951,12,0.74315965,17.09584
30952,-50,-0.25078428,11.593306
30953,-50,-0.20045152,24.338896
30954,12,1.6879026,43.05876
30955,-50,0.66881424,19.912518
30956,-50,-0.003989126,2.5841439
30957,14,1.9388266,34.265335
30958,-24,-0.79571754,26.800966
30959,12,1.5468256,38.55614
30960,-28,1.2217197,27.330694
30961,-28,0.91012675,24.795244
30962,-50,0.09774736,5.7866054
30963,-50,-0.25066584,11.224644
30964,10,2.1097903,52.381786
30965,-30,-0.41710082,7.8677416
30966,-40,-2.3364286,103.05403
30967,-50,0.34175816,10.947574
30968,16,1.51533,109.86215
30969,-50,0.13295059,6.02786
30970,-50,-0.35161644,12.876289
30971,-50,-0.72643465,53.79791
30972,14,2.9382718,142.20676
30973,12,1.9869801,168.4415
30974,14,1.7535939,49.3363
30975,14,1.1481818,44.72702
30976,6,1.8193043,57.840946
30977,50,2.6023233,145.2473
30978,14,-0.89196885,266.909
30979,10,2.7118714,55.94235
30980,14,-0.24645527,23.42411
30981,-50,0.26508072,6.245928
30982,-50,0.2837532,19.710331
30983,12,2.045456,44.977207
30984,-22,-0.80269814,73.69722
30985,-14,-0.09345791,51.15519
30986,50,3.7456827,141.71931
30987,-28,-0.28647497,23.126062
30988,14,1.8343536,53.52083
30989,14,2.5055673,137.64713
30990,-34,-0.3800182,27.954031
30991,-24,1.4999648,38.556637
30992,-24,-0.7721612,40.90593
30993,-26,0.65747255,52.355423
30994,12,1.7209549,27.698143
30995,12,1.548803,42.285534
30996,50,3.5272636,144.95494
30997,12,3.1270642,116.66814
30998,14,-0.87530196,36.004765
30999,-50,0.1261323,7.7344
31000,-16,-0.70876676,79.54473
31001,-26,0.33528644,8.638531
31002,-50,-0.35602313,19.624958
31003,14,3.6324527,138.43364
31004,12,2.326961,42.126
31005,-50,-0.2827085,26.77539
31006,-26,-0.8905676,41.893234
31007,-30,-0.6940887,31.260235
31008,-50,0.07355559,10.78959
31009,14,1.6278541,86.42955
31010,14,0.57639813,68.773964
31011,-26,-0.55106145,40.608257
31012,-40,-1.3231143,123.62963
31013,-50,-1.1911391,66.559204
31014,-50,0.06589649,7.5872307
31015,50,2.3807476,143.77242
31016,-30,0.044491336,9.483498
31017,12,0.65184104,39.754166
31018,6,2.0370603,55.145958
31019,6,-0.9638628,38.26026
31020,-6,-0.75330776,141.68332
31021,-50,-0.0073901657,5.114066
31022,6,1.7782365,73.44131
31023,-50,0.2610696,24.245047
31024,-30,-0.42124858,27.881147
31025,50,3.2106173,146.42555
31026,-28,-0.22011334,28.225256
31027,-32,1.0237392,56.169937
31028,-50,-0.031586926,10.1737175
31029,0,-1.8230528,214.52023
31030,-24,-1.4274415,73.23605
31031,-30,0.9700132,55.081753
31032,-50,0.31767663,41.554165
31033,-50,-0.0034690457,3.806002
31034,-22,-0.57213384,127.24916
31035,6,2.0415332,59.166466
31036,-30,0.75298756,48.038574
31037,-28,-0.59344244,29.96084
31038,-50,-0.026882067,5.3288465
31039,12,0.572809,16.960363
31040,-50,-0.22569394,11.963609
31041,-50,-0.65358526,23.85036
31042,-30,-0.10386356,11.161329
31043,12,3.1301055,77.60275
31044,-18,-0.2614663,9.882101
31045,-24,0.7016854,195.52817
31046,12,2.2198405,147.84209
31047,-46,0.004912635,6.2119446
31048,14,2.8443966,168.87721
31049,-50,0.20098102,34.97409
31050,-28,0.18489881,6.550716
31051,-14,-0.098345086,49.588837
31052,-28,0.25142607,4.987084
31053,-8,-1.093834,243.0231
31054,50,3.8119648,144.9428
31055,-50,-1.0244501,18.377623
31056,-50,-0.33536956,13.871237
31057,14,0.91000694,21.729897
31058,-28,0.121959165,5.699347
31059,-50,-0.0162615,4.0855207
31060,-50,0.42580235,18.730862
31061,-28,1.2766923,66.33794
31062,-48,-1.0781305,63.459164
31063,-50,-0.0897429,5.104029
31064,-50,-0.11739365,7.6930833
31065,14,2.2232738,91.25739
31066,-16,-0.42128032,90.42299
31067,-22,-3.8308954,500.02515
31068,-24,-0.28448907,12.09494
31069,14,1.390736,59.145035
31070,8,1.4888185,62.217934
31071,-30,0.006915218,4.081271
31072,8,2.3235695,58.093224
31073,-14,-0.46327958,68.2723
31074,-50,0.14380799,5.264565
31075,-36,0.5215101,45.213448
31076,-50,-0.14470562,25.79581
31077,-50,0.24703367,49.938705
31078,-50,-0.0693632,5.6419477
31079,10,1.5956619,53.902477
31080,-50,0.15358698,9.256515
31081,-30,0.0037940587,3.9379356
31082,-22,-1.1615231,25.438166
31083,-50,-0.4402628,54.99337
31084,-50,-0.056347888,3.4647605
31085,0,-0.68588054,65.13966
31086,50,3.210363,143.93709
31087,12,1.0163361,46.06545
31088,-48,-0.27370244,12.199185
31089,-50,-0.08018761,18.753325
31090,-44,0.32221097,5.033331
31091,50,3.2427914,140.4483
31092,14,0.7305337,23.449814
31093,14,1.2618049,56.768784
31094,-30,-3.9394336,437.6941
31095,10,2.3877542,142.40205
31096,12,1.6534672,61.469868
31097,16,0.05762275,12.308578
31098,-50,0.54724467,33.474876
31099,-2,-1.5112072,256.55325
31100,14,2.9022076,226.1841
31101,14,-1.30134,41.795387
31102,16,-1.2766353,27.526506
31103,-50,-0.45746744,43.42922
31104,-50,0.29734257,12.891623
31105,-50,-0.17441306,4.0758476
31106,-28,0.91138035,98.36966
31107,-50,0.07665575,3.9634333
31108,50,1.5046498,81.21733
31109,-26,-1.32788,53.09722
31110,8,1.257193,73.89551
31111,-24,-0.4261379,13.9649105
31112,-30,-1.3904282,130.91798
31113,-50,-0.13801603,10.3639145
31114,-50,-0.3267387,27.686487
31115,-44,0.22157678,6.5459733
31116,-50,-0.0053479057,3.9779122
31117,12,2.254104,212.33867
31118,14,-0.2697096,31.965845
31119,-32,-3.9341664,544.6705
31120,-50,0.061167877,11.780959
31121,-50,0.07966553,4.7683315
31122,50,0.84077764,55.800766
31123,-50,0.40706915,8.185538
31124,-50,-0.024890179,4.6810226
31125,-50,0.0058108172,4.2992287
31126,10,1.0725367,114.51962
31127,-50,-0.2483187,17.523481
31128,14,-0.2804382,14.433438
31129,-50,-0.5365656,30.667673
31130,8,2.2777083,130.66696
31131,-24,-0.25805578,8.323343
31132,12,0.37070888,26.790659
31133,-26,-3.2421286,596.288
31134,-50,-0.13744321,5.0525146
31135,-26,0.72678316,48.80771
31136,-24,3.8832495,205.15533
31137,-50,-0.15233225,6.998852
31138,-50,-0.015152014,4.2768784
31139,-22,-0.17771125,12.33115
31140,-22,-3.137898,394.75296
31141,-50,0.0628512,4.2985682
31142,-30,-0.038897283,3.9713721
31143,-26,-0.6000545,197.10207
31144,-28,1.0233492,74.73664
31145,-28,-0.11333276,8.2129
31146,-26,-0.5894883,180.28879
31147,-32,-1.0668137,229.20291
31148,12,1.0889467,41.683456
31149,20,-2.796236,191.66962
31150,-24,-1.7992779,208.5803
31151,-34,-6.62506,685.5164
31152,-50,0.25431487,19.005116
31153,-50,0.22037473,23.238731
31154,2,-1.370508,142.73325
31155,-28,-0.6893269,191.35594
31156,-50,0.18380862,43.610558
31157,6,-1.3658962,76.65926
31158,-50,0.07704735,12.725259
31159,-26,-5.565526,547.09674
31160,-50,0.20145239,17.727472
31161,12,-0.17748493,11.762263
31162,-50,0.51676476,12.155874
31163,50,-0.8034784,57.392784
31164,-22,-0.10793296,6.663506
31165,-30,-3.4739285,859.30585
31166,-32,0.78190845,36.727497
31167,36,-0.31921452,31.11685
31168,50,2.5521734,143.68002
31169,-50,0.010462354,4.1995726
31170,14,0.82958966,28.30908
31171,-2,-0.48054996,45.183804
31172,12,0.8040909,100.592926
31173,16,-0.5577138,33.184776
31174,-46,-0.030915957,2.9867978
31175,-50,-0.09954176,9.337883
31176,-50,-0.41133314,19.79157
31177,12,-0.98548037,91.37768
31178,-24,-1.9366479,263.10852
31179,-28,0.607598,83.08877
31180,-22,-3.913176,354.4295
31181,-14,-1.6259738,38.174194
31182,-50,-9.0219626e-05,2.7494924
31183,-18,-4.3855605,292.47552
31184,-12,-1.3035913,93.33412
31185,-50,0.082347505,4.768495
31186,10,-0.13102716,29.752935
31187,-30,-0.12818399,31.803762
31188,16,0.42187187,17.630552
31189,-50,0.30957976,84.37371
31190,14,-0.77347386,21.976397
31191,6,2.102924,70.02641
31192,-36,-0.09766939,29.983562
31193,-30,-0.5967313,56.10962
31194,-50,0.31593215,11.715458
31195,-26,-4.764396,464.90976
31196,-16,-1.1303456,92.299835
31197,12,0.4545587,30.77873
31198,-18,-0.7892411,128.99991
31199,-50,-0.618871,25.624208
31200,-26,-0.12933123,29.966806
31201,-6,-0.16111276,27.289593
31202,8,1.1459584,69.84479
31203,14,-5.8592973,204.5411
31204,-12,-0.042042125,17.173162
31205,14,0.33837518,47.183105
31206,-30,-0.35244352,30.949966
31207,14,3.5728047,700.1418
31208,50,1.3733665,91.05137
31209,-2,-0.3372895,45.92473
31210,-16,-2.4587386,129.70563
31211,50,0.6515461,114.19923
31212,-22,0.30437234,51.01257
31213,-32,0.7833408,113.49658
31214,-26,1.0603896,98.05205
31215,-50,-1.8097084,103.39956
31216,-50,-0.5812861,25.403486
31217,-26,0.38550436,27.912348
31218,12,1.6292036,431.74
31219,-24,-0.6128239,264.4578
31220,-50,-0.16507094,12.44308
31221,-50,-0.50827634,20.01672
31222,-28,-0.6328853,44.60851
31223,8,1.7636981,38.363823
31224,-50,-0.014043877,2.4548774
31225,16,3.0654404,384.95898
31226,50,2.908156,152.83704
31227,-24,0.49535054,23.372068
31228,12,1.7154253,38.332188
31229,14,0.86262345,18.75313
31230,-24,-1.7778777,241.45131
31231,-50,-0.61975515,24.81256
31232,-50,-0.026634634,1.6540774
31233,-18,-0.4870665,91.26443
31234,4,-0.51984084,48.144848
31235,8,3.443051,119.94807
